quad,row,xsample,side,ysample,species,tag,gbh03,gbh08,gbh14,stem,x,y,year_08,not new 2008,not new 2014,notes03,notes07,notes08,notes14,code08,code14
J,2,18.1,L,2.8,Witch Hazel,11843,0,0,6.6,2,218.1,17.8,,,,,,,,,
J,2,18.1,L,2.8,Witch Hazel,11843,0,0,3.5,3,218.1,17.8,,,,,,,,,
J,2,20.3,L,2,Autumn Olive,11845,0,0,13.8,1,220.3,17,,,,,,,,,
J,2,23.1,L,0.8,Autumn Olive,11847,0,0,8.5,1,223.1,15.8,,,,,,,,,
J,2,23.1,L,0.8,Autumn Olive,11847,0,0,4.1,2,223.1,15.8,,,,,,,,,
J,2,23.3,L,1.3,Witch Hazel,11846,0,0,6,1,223.3,16.3,,,,,,,,,
J,2,23.7,L,1.5,Black Cherry,11848,0,0,7.5,1,223.7,16.5,,,,,,,,,
J,2,26.5,L,1.1,Autumn Olive,11849,0,0,16,1,226.5,16.1,,,,,,,,,
J,2,26.5,L,1.1,Autumn Olive,11849,0,0,15.1,2,226.5,16.1,,,,,,,,,
J,2,28.2,L,1.5,Serviceberry,11850,0,0,3.5,1,228.2,16.5,,,,,,,,,
J,2,28.4,L,1.3,White Oak,47,157.1,165,174.7,1,228.4,16.3,2008,,,,,,,,
J,2,29.2,L,3,Autumn Olive,11851,0,0,4.4,1,229.2,18,,,,,,,,,
J,2,29.2,L,3,Autumn Olive,11851,0,0,4.4,2,229.2,18,,,,,,,,,
J,2,29.2,L,3,Autumn Olive,11851,0,0,3.1,3,229.2,18,,,,,,,,,
J,2,31.7,L,0.4,Autumn Olive,11852,0,0,6.6,1,231.7,15.4,,,,,,,,,
J,2,31.7,L,0.4,Autumn Olive,11852,0,0,6.6,2,231.7,15.4,,,,,,,,,
J,2,32.4,L,3.3,White Oak,45,149.3,157.7,162.9,1,232.4,18.3,2008,,,,,,,,
J,2,33.1,L,4.2,Red Maple,44,37.6,40.1,42.3,1,233.1,19.2,2008,,,,,,,,
J,2,34.1,L,3.4,Autumn Olive,11853,0,0,6,1,234.1,18.4,,,,,,,,,
J,2,35.5,L,1.3,Witch Hazel,7938,0,11.1,12.2,1,235.5,16.3,2008,,,,,,,,
J,2,35.8,L,0.2,Autumn Olive,11854,0,0,10.7,1,235.8,15.2,,,,,,,,,
J,2,37.2,L,4.3,Autumn Olive,11856,0,0,6.6,1,237.2,19.3,,,,,,,,,
J,2,37.2,L,4.3,Autumn Olive,11856,0,0,5.3,2,237.2,19.3,,,,,,,,,
J,2,37.6,L,3.6,Autumn Olive,11855,0,0,7.5,1,237.6,18.6,,,,,,,,,
J,2,39.7,L,1,Autumn Olive,11858,0,0,3.8,1,239.7,16,,,,,,,,,
J,2,41.1,L,4.3,Autumn Olive,11857,0,0,8.5,1,241.1,19.3,,,,,,,,,
J,2,41.1,L,4.3,Autumn Olive,11857,0,0,8.2,2,241.1,19.3,,,,,,,,,
J,2,41.1,L,4.3,Autumn Olive,11857,0,0,4.7,3,241.1,19.3,,,,,,,,,
J,2,41.5,L,2.3,Autumn Olive,11859,0,0,10.7,1,241.5,17.3,,,,,,,,,
J,2,41.5,L,2.3,Autumn Olive,11859,0,0,8.8,2,241.5,17.3,,,,,,,,,
J,2,41.5,L,2.3,Autumn Olive,11859,0,0,8.2,3,241.5,17.3,,,,,,,,,
J,2,41.5,L,2.3,Autumn Olive,11859,0,0,7.9,4,241.5,17.3,,,,,,,,,
J,2,42,L,2.7,Autumn Olive,11860,0,0,7.9,1,242,17.7,,,,,,,,,
J,2,42,L,2.7,Autumn Olive,11860,0,0,7.2,2,242,17.7,,,,,,,,,
J,2,42,L,2.7,Autumn Olive,11860,0,0,3.1,3,242,17.7,,,,,,,,,
J,2,42.2,L,4.4,Witch Hazel,699,11.3,13.5,16.9,1,242.2,19.4,2008,,,,,sis 10.1,,,
J,2,42.2,L,4.4,Witch Hazel,699,0,0,4.1,3,242.2,19.4,,,,,,,,,
J,2,42.2,L,4.4,Witch Hazel,699,0,0,13.2,2,242.2,19.4,,,,,,,,,
J,2,45.7,L,0.8,Black Cherry,11861,0,0,6.9,1,245.7,15.8,,,,,,,,,
J,2,46,L,1.5,Autumn Olive,11862,0,0,11.9,1,246,16.5,,,,,,,,,
J,2,46,L,1.5,Autumn Olive,11862,0,0,6,2,246,16.5,,,,,,,,,
J,2,46.8,L,2.1,Autumn Olive,11863,0,0,4.4,1,246.8,17.1,,,,,,,,,
J,2,46.8,L,3.2,Serviceberry,5006,0,10.3,11.4,1,246.8,18.2,2008,,,,,,,,
J,2,46.8,L,1,White Oak,42,159.7,166.7,177,1,246.8,16,2008,,,,,,,,
J,2,46.8,L,2.1,Autumn Olive,11863,0,0,3.8,2,246.8,17.1,,,,,,,,,
J,2,46.8,L,2.1,Autumn Olive,11863,0,0,3.1,3,246.8,17.1,,,,,,,,,
J,2,50,L,3.1,Red Maple,41,17.3,19.2,0,1,250,18.1,2008,,,,,sis of #40,,,
J,2,50.2,L,3.1,Red Maple,40,65.3,69.8,73,1,250.2,18.1,2008,,,,,,,,
J,2,50.2,L,3.1,Red Maple,40,0,0,5.9,2,250.2,18.1,,,,,,,,,
J,2,50.6,L,4.7,Serviceberry,11865,0,0,4.4,1,250.6,19.7,,,,,,,,,
J,2,52.1,L,1.4,Autumn Olive,11864,0,0,7.2,1,252.1,16.4,,,,,,,,,
J,2,52.1,L,1.4,Autumn Olive,11864,0,0,6.9,2,252.1,16.4,,,,,,,,,
J,2,52.4,L,2,Serviceberry,11866,0,0,3.5,1,252.4,17,,,,,,,,,
J,2,53.2,L,3.2,Black Cherry,11867,0,0,9.4,1,253.2,18.2,,,,,,,,,
J,2,60.5,L,4.4,Serviceberry,11869,0,0,8.5,1,260.5,19.4,,,,,,,,,
J,2,60.5,L,4.4,Serviceberry,11869,0,0,3.1,2,260.5,19.4,,,,,,,,,
J,2,61,L,2.7,Autumn Olive,11868,0,0,7.9,1,261,17.7,,,,,,,,,
J,2,61,L,2.7,Autumn Olive,11868,0,0,3.5,2,261,17.7,,,,,,,,,
J,2,61,L,2.7,Autumn Olive,11868,0,0,3.5,3,261,17.7,,,,,,,,,
J,2,61.8,L,5,White Oak,39,131.6,135.3,140.3,1,261.8,20,2008,,,,,,,,
J,2,62.1,L,4.9,Autumn Olive,11870,0,0,3.8,1,262.1,19.9,,,,,,,,,
J,2,64,L,4.6,Red Maple,11871,0,0,11,1,264,19.6,,,,,,,,,
J,2,64.6,L,1.1,highbush blueberry,11872,0,0,6.3,1,264.6,16.1,,,,,,,,,
J,2,64.6,L,1.1,highbush blueberry,11872,0,0,6,2,264.6,16.1,,,,,,,,,
J,2,64.6,L,1.1,highbush blueberry,11872,0,0,5,3,264.6,16.1,,,,,,,,,
J,2,64.6,L,1.1,highbush blueberry,11872,0,0,4.4,4,264.6,16.1,,,,,,,,,
J,2,66.5,L,0.2,Serviceberry,11873,0,0,5,1,266.5,15.2,,,,,,,,,
J,2,67.8,L,4.2,Red Maple,11874,0,0,8.2,1,267.8,19.2,,,,,,,,,
J,2,68,L,3,Red Maple,193,12.2,13.2,14,1,268,18,2008,,,,,,,,
J,2,68.1,L,5,Black Cherry,38,14.2,14.3,0,1,268.1,20,2008,,,,,,,,
J,2,68.1,L,2.3,Red Maple,11875,0,0,7.2,1,268.1,17.3,,,,,,,,,
J,2,69,L,6.4,Red Maple,11879,0,0,6,1,269,21.4,,,,,,,,,
J,2,69,L,5.3,Red Maple,11878,0,0,6.6,1,269,20.3,,,,,,,,,
J,2,69.1,L,5.5,Black Cherry,37,15.9,17.3,19.3,1,269.1,20.5,2008,,,,,,,,
J,2,69.2,L,4.4,Autumn Olive,11877,0,0,3.5,1,269.2,19.4,,,,,,,,,
J,2,69.2,L,5.5,Autumn Olive,11880,0,0,4.1,1,269.2,20.5,,,,,,,,,
J,2,69.2,L,5.5,Autumn Olive,11880,0,0,3.1,2,269.2,20.5,,,,,,,,,
J,2,69.5,L,3,Red Maple,11876,0,0,6.9,1,269.5,18,,,,,,,,,
J,2,69.7,L,3.7,Serviceberry,4388,0,10.2,13.7,1,269.7,18.7,2008,,,,,,,,
J,2,69.7,L,4.7,Black Cherry,36,14.4,17.5,17.5,1,269.7,19.7,2008,,,,,,,,
J,2,71.2,L,4.5,Red Maple,11881,0,0,8.2,1,271.2,19.5,,,,,,,,,
J,2,71.9,L,6,Autumn Olive,11882,0,0,6,1,271.9,21,,,,,,,,,
J,2,71.9,L,6,Autumn Olive,11882,0,0,4.1,2,271.9,21,,,,,,,,,
J,2,72.8,L,6,Autumn Olive,11887,0,0,3.5,1,272.8,21,,,,,,,,,
J,2,72.9,L,4,Red Maple,11883,0,0,9.1,1,272.9,19,,,,,,,,,
J,2,73,L,5.4,Autumn Olive,11889,0,0,3.5,1,273,20.4,,,,,,,,,
J,2,73,L,5.5,White Oak,35,124.3,125.9,130.6,1,273,20.5,2008,,,,,,,,
J,2,73.3,L,3.9,Red Maple,11884,0,0,11.6,1,273.3,18.9,,,,,,,,,
J,2,73.6,L,6,Serviceberry,11886,0,0,5.7,1,273.6,21,,,,,,,,,
J,2,73.6,L,2.8,Red Maple,11885,0,0,10.7,1,273.6,17.8,,,,,,,,,
J,2,75.8,L,4.9,Red Maple,11888,0,0,5,1,275.8,19.9,,,,,,,,,
J,2,76.8,L,4.9,Black Cherry,34,33.8,34.9,37.3,1,276.8,19.9,2008,,,,,,,,
J,2,78.4,L,1.1,White Oak,33,167.2,173.8,194,1,278.4,16.1,2008,,,,,,,,
J,2,78.8,L,0.2,Autumn Olive,11890,0,0,5,1,278.8,15.2,,,,,,,,,
J,2,81,L,1.2,Autumn Olive,11891,0,0,8.2,1,281,16.2,,,,,,,,,
J,2,81.2,L,1.7,Autumn Olive,11892,0,0,7.9,1,281.2,16.7,,,,,,,,,
J,2,81.2,L,1.7,Autumn Olive,11892,0,0,7.5,2,281.2,16.7,,,,,,,,,
J,2,81.3,L,2.2,White Oak,32,115.8,116,0,1,281.3,17.2,2008,,,,,,,,S
J,2,81.5,L,1.8,Black Oak,149,154.1,0,0,1,281.5,16.8,2008,,,,,fallen,,,
J,2,81.7,L,3.7,Serviceberry,174,12.9,13.3,13.5,1,281.7,18.7,2008,,,,,,,,
J,2,82.1,L,2.8,Autumn Olive,11893,0,0,5,1,282.1,17.8,,,,,,,,,
J,2,84.5,L,1.9,Autumn Olive,11896,0,0,5.7,1,284.5,16.9,,,,,,,,,
J,2,84.5,L,1.9,Autumn Olive,11896,0,0,3.1,2,284.5,16.9,,,,,,,,,
J,2,84.9,L,3.6,Autumn Olive,11895,0,0,3.1,1,284.9,18.6,,,,,,,,,
J,2,84.9,L,4.2,Autumn Olive,11894,0,0,3.8,1,284.9,19.2,,,,,,,,,
J,2,84.9,L,3.2,Red Maple,31,55.5,59.7,64.2,1,284.9,18.2,2008,,,,,,,,
J,2,84.9,L,4.2,Autumn Olive,11894,0,0,3.1,2,284.9,19.2,,,,,,,,,
J,2,86.4,L,5.8,Red Maple,30,43.2,45.8,46.9,1,286.4,20.8,2008,,,,,sis 13.8,,,
J,2,87.2,L,4.6,Autumn Olive,11897,0,0,4.1,1,287.2,19.6,,,,,,,,,
J,2,91.7,L,5,Autumn Olive,11898,0,0,3.5,1,291.7,20,,,,,,,,,
J,2,95,L,4.5,Red Maple,29,40.2,42.4,46.9,1,295,19.5,2008,,,,,,,,
J,2,95.4,L,5,Red Maple,28,58.5,61.5,66.2,1,295.4,20,2008,,,,,,,,
J,2,98.7,L,1.3,Red Maple,11899,0,0,6,1,298.7,16.3,,,,,,,,,
J,2,99.4,L,2.8,Red Maple,11901,0,0,3.5,1,299.4,17.8,,,,,,,,,
J,2,99.4,L,2.2,Red Maple,11900,0,0,5,1,299.4,17.2,,,,,,,,,
J,2,100,L,3.5,Red Maple,172,13.2,16,18.6,1,300,18.5,2008,,,,,,,,
J,2,100,L,1,Sassafras,27,24.8,31.2,37,1,300,16,2008,,,,,,,,
J,2,0.3,R,4.3,Autumn Olive,11836,0,0,13.5,1,200.3,10.7,,,,,,,,,
J,2,0.3,R,4.3,Autumn Olive,11836,0,0,9.7,2,200.3,10.7,,,,,,,,,
J,2,0.3,R,4.3,Autumn Olive,11836,0,0,6.9,3,200.3,10.7,,,,,,,,,
J,2,1.8,R,0.7,Autumn Olive,11835,0,0,13.5,1,201.8,14.3,,,,,,,,,
J,2,1.8,R,0.7,Autumn Olive,11835,0,0,12.6,2,201.8,14.3,,,,,,,,,
J,2,1.8,R,0.7,Autumn Olive,11835,0,0,6.3,3,201.8,14.3,,,,,,,,,
J,2,2.1,R,2.8,Autumn Olive,11834,0,0,10.4,1,202.1,12.2,,,,,,,,,
J,2,2.1,R,2.8,Autumn Olive,11834,0,0,9.4,2,202.1,12.2,,,,,,,,,
J,2,2.7,R,2.4,Autumn Olive,11833,0,0,9.7,1,202.7,12.6,,,,,,,,,
J,2,7.4,R,2.3,Autumn Olive,11832,0,0,6.6,1,207.4,12.7,,,,,,,,,
J,2,7.4,R,2.3,Autumn Olive,11832,0,0,3.1,2,207.4,12.7,,,,,,,,,
J,2,8.2,R,1.1,Autumn Olive,11831,0,0,6,1,208.2,13.9,,,,,,,,,
J,2,9.3,R,2.9,Autumn Olive,11830,0,0,8.5,1,209.3,12.1,,,,,,,,,
J,2,10.2,R,0,Autumn Olive,11829,0,0,11.6,1,210.2,15,,,,,,,,,
J,2,10.2,R,0,Autumn Olive,11829,0,0,12.3,2,210.2,15,,,,,,,,,
J,2,10.2,R,0,Autumn Olive,11829,0,0,7.5,3,210.2,15,,,,,,,,,
J,2,10.2,R,0,Autumn Olive,11829,0,0,4.1,4,210.2,15,,,,,,,,,
J,2,11.9,R,0.3,Autumn Olive,11828,0,0,4.4,1,211.9,14.7,,,,,,,,,
J,2,12.4,R,1,Black Cherry,1510,0,14.3,17,1,212.4,14,2008,,,,,,,,
J,2,12.4,R,1,White Oak,380,176.3,184.6,197,1,212.4,14,2008,,,,,,,,
J,2,13.3,R,1.1,Witch Hazel,11824,0,0,3.8,1,213.3,13.9,,,,,,,,,
J,2,13.3,R,1.1,Witch Hazel,11824,0,0,3.5,2,213.3,13.9,,,,,,,,,
J,2,13.3,R,1.1,Witch Hazel,11824,0,0,3.8,3,213.3,13.9,,,,,,,,,
J,2,13.4,R,1.9,Autumn Olive,11825,0,0,5.7,1,213.4,13.1,,,,,,,,,
J,2,13.4,R,1.9,Autumn Olive,11825,0,0,4.4,2,213.4,13.1,,,,,,,,,
J,2,13.4,R,1.9,Autumn Olive,11825,0,0,4.7,3,213.4,13.1,,,,,,,,,
J,2,13.4,R,1.9,Autumn Olive,11825,0,0,3.8,4,213.4,13.1,,,,,,,,,
J,2,14.4,R,2.5,Autumn Olive,11826,0,0,6.3,1,214.4,12.5,,,,,,,,,
J,2,14.4,R,2.5,Autumn Olive,11826,0,0,6.3,2,214.4,12.5,,,,,,,,,
J,2,14.4,R,2.5,Autumn Olive,11826,0,0,6.3,3,214.4,12.5,,,,,,,,,
J,2,14.7,R,5,Autumn Olive,11827,0,0,3.1,1,214.7,10,,,,,,,,,
J,2,16.2,R,3.7,Autumn Olive,11822,0,0,4.4,1,216.2,11.3,,,,,,,,,
J,2,16.3,R,3.9,Black Cherry,11821,0,0,16.3,1,216.3,11.1,,,,,,,,,
J,2,16.6,R,1.7,Autumn Olive,11823,0,0,9.1,1,216.6,13.3,,,,,,,,,
J,2,16.6,R,1.7,Autumn Olive,11823,0,0,7.2,2,216.6,13.3,,,,,,,,,
J,2,16.6,R,1.7,Autumn Olive,11823,0,0,5.3,3,216.6,13.3,,,,,,,,,
J,2,16.6,R,1.7,Autumn Olive,11823,0,0,3.5,4,216.6,13.3,,,,,,,,,
J,2,17.4,R,4.2,Autumn Olive,11820,0,0,3.1,1,217.4,10.8,,,,,,,,,
J,2,17.6,R,3.3,Witch Hazel,11819,0,0,5.7,1,217.6,11.7,,,,,,,,,
J,2,19.1,R,3,Serviceberry,11818,0,0,13.1,1,219.1,12,,,,,,,,,
J,2,19.3,R,0.5,Autumn Olive,11817,0,0,8.2,1,219.3,14.5,,,,,,,,,
J,2,19.3,R,0.5,Autumn Olive,11817,0,0,5.3,2,219.3,14.5,,,,,,,,,
J,2,20.7,R,0.1,Autumn Olive,11816,0,0,3.5,1,220.7,14.9,,,,,,,,,
J,2,20.7,R,0.1,Black Cherry,11815,0,0,15.5,1,220.7,14.9,,,,,,,,,
J,2,22.3,R,0.3,Serviceberry,11814,0,0,7.9,1,222.3,14.7,,,,,,,,,
J,2,23.5,R,4.6,Autumn Olive,11813,0,0,7.2,1,223.5,10.4,,,,,,,,,
J,2,24.1,R,0.8,Black Cherry,148,13,15.6,20.2,1,224.1,14.2,2008,,,,,,,,
J,2,24.7,R,4.4,Autumn Olive,11812,0,0,6.3,1,224.7,10.6,,,,,,,,,
J,2,24.7,R,4.4,Autumn Olive,11812,0,0,5.3,2,224.7,10.6,,,,,,,,,
J,2,25.8,R,4.6,Autumn Olive,11811,0,0,4.7,1,225.8,10.4,,,,,,,,,
J,2,25.8,R,4.6,Autumn Olive,11811,0,0,3.5,2,225.8,10.4,,,,,,,,,
J,2,25.8,R,4.6,Autumn Olive,11811,0,0,4.1,3,225.8,10.4,,,,,,,,,
J,2,26,R,2,Autumn Olive,11809,0,0,15,1,226,13,,,,,,,,,
J,2,26,R,2,Autumn Olive,11809,0,0,11.4,2,226,13,,,,,,,,,
J,2,26,R,2,Autumn Olive,11809,0,0,12.1,3,226,13,,,,,,,,,
J,2,26,R,2,Autumn Olive,11809,0,0,9.4,4,226,13,,,,,,,,,
J,2,26.1,R,4.1,Autumn Olive,11810,0,0,4.4,1,226.1,10.9,,,,,,,,,
J,2,26.1,R,4.1,Autumn Olive,11810,0,0,4.4,2,226.1,10.9,,,,,,,,,
J,2,26.1,R,4.1,Autumn Olive,11810,0,0,3.1,3,226.1,10.9,,,,,,,,,
J,2,26.4,R,2.6,Autumn Olive,11808,0,0,5,1,226.4,12.4,,,,,,,,,
J,2,26.4,R,2.6,Autumn Olive,11808,0,0,4.4,2,226.4,12.4,,,,,,,,,
J,2,27.9,R,2.5,Autumn Olive,11807,0,0,10.1,1,227.9,12.5,,,,,,,,,
J,2,27.9,R,2.5,Autumn Olive,11807,0,0,3.1,2,227.9,12.5,,,,,,,,,
J,2,29.9,R,3,Autumn Olive,5406,0,10.5,9.1,1,229.9,12,2008,,,,,,,,R
J,2,29.9,R,3,Black Oak,381,132.2,133.3,136.8,1,229.9,12,2008,,,,,,,,
J,2,29.9,R,3,Autumn Olive,5406,0,0,6.6,2,229.9,12,,,,,,,,,
J,2,30.7,R,5,Autumn Olive,11806,0,0,7.9,1,230.7,10,,,,,,,,,
J,2,30.7,R,5,Autumn Olive,11806,0,0,7.5,2,230.7,10,,,,,,,,,
J,2,30.7,R,5,Autumn Olive,11806,0,0,4.4,3,230.7,10,,,,,,,,,
J,2,32.3,R,3.2,Autumn Olive,11805,0,0,9.7,1,232.3,11.8,,,,,,,,,
J,2,32.3,R,4,Black Cherry,146,57.7,60.5,61.9,1,232.3,11,2008,,,,,,,,
J,2,32.3,R,3.2,Autumn Olive,11805,0,0,9.4,2,232.3,11.8,,,,,,,,,
J,2,32.3,R,3.2,Autumn Olive,11805,0,0,6.9,3,232.3,11.8,,,,,,,,,
J,2,33.2,R,4.9,Autumn Olive,11804,0,0,5.3,1,233.2,10.1,,,,,,,,,
J,2,35.9,R,5,Serviceberry,11803,0,0,12.6,1,235.9,10,,,,,,,,,
J,2,35.9,R,5,Serviceberry,11803,0,0,4.7,2,235.9,10,,,,,,,,,
J,2,36.2,R,0.6,Autumn Olive,11802,0,0,3.5,1,236.2,14.4,,,,,,,,,
J,2,36.8,R,3,Red Maple,145,68.3,73.7,77,1,236.8,12,2008,,,,,,,,
J,2,36.9,R,3.3,Red Maple,144,24.1,25.5,28.4,1,236.9,11.7,2008,,,,,,,,
J,2,37,R,3.2,Red Maple,143,43.1,44.3,44.5,1,237,11.8,2008,,,,,,,,
J,2,37.1,R,3.3,Red Maple,1093,12.6,12.8,13.8,1,237.1,11.7,2008,,,,,,,,
J,2,37.3,R,3.1,Red Maple,142,20.4,21.5,24.3,1,237.3,11.9,2008,,,,,,,,
J,2,38.1,R,1.9,Autumn Olive,11801,0,0,5,1,238.1,13.1,,,,,,,,,
J,2,38.5,R,0.5,Black Oak,4334,145.8,148.1,0,1,238.5,14.5,2008,,,,,ot 1094,,,DL
J,2,42.4,R,2.9,Autumn Olive,11799,0,0,11.3,1,242.4,12.1,,,,,,,,,
J,2,42.4,R,2.9,Autumn Olive,11799,0,0,9.4,2,242.4,12.1,,,,,,,,,
J,2,42.6,R,4.9,Autumn Olive,11800,0,0,14.1,1,242.6,10.1,,,,,,,,,
J,2,42.6,R,4.9,Autumn Olive,11800,0,0,8.2,2,242.6,10.1,,,,,,,,,
J,2,42.6,R,4.9,Autumn Olive,11800,0,0,6.6,3,242.6,10.1,,,,,,,,,
J,2,42.6,R,4.9,Autumn Olive,11800,0,0,10.4,4,242.6,10.1,,,,,,,,,
J,2,45.6,R,1.7,Autumn Olive,11798,0,0,13.8,1,245.6,13.3,,,,,,,,,
J,2,45.6,R,1.7,Autumn Olive,11798,0,0,9.7,2,245.6,13.3,,,,,,,,,
J,2,45.6,R,1.7,Autumn Olive,11798,0,0,6,3,245.6,13.3,,,,,,,,,
J,2,48.2,R,2.4,Red Maple,139,51.5,53.3,56.1,1,248.2,12.6,2008,,,,,,,,
J,2,49.5,R,3.1,Autumn Olive,11796,0,0,6.3,1,249.5,11.9,,,,,,,,,
J,2,49.5,R,3.1,Autumn Olive,11796,0,0,5.3,2,249.5,11.9,,,,,,,,,
J,2,49.5,R,3.1,Autumn Olive,11796,0,0,4.4,3,249.5,11.9,,,,,,,,,
J,2,49.5,R,3.1,Autumn Olive,11796,0,0,4.7,4,249.5,11.9,,,,,,,,,
J,2,49.6,R,4.4,highbush blueberry,11797,0,0,5,1,249.6,10.6,,,,,,,,,
J,2,52.3,R,3.7,Autumn Olive,11794,0,0,14.1,1,252.3,11.3,,,,,,,,,
J,2,52.3,R,3.7,Autumn Olive,11794,0,0,4.1,2,252.3,11.3,,,,,,,,,
J,2,52.3,R,3.7,Autumn Olive,11794,0,0,3.1,3,252.3,11.3,,,,,,,,,
J,2,52.5,R,1.4,Autumn Olive,11795,0,0,5.3,1,252.5,13.6,,,,,,,,,
J,2,53,R,4.7,Black Cherry,597,24.7,26.4,28.4,1,253,10.3,2008,,,,,ot 138,,,
J,2,54.4,R,1.6,highbush blueberry,11793,0,0,6,1,254.4,13.4,,,,,,,,,
J,2,55.2,R,1.8,highbush blueberry,11792,0,0,4.4,1,255.2,13.2,,,,,,,,,
J,2,55.6,R,1.8,highbush blueberry,11791,0,0,4.1,1,255.6,13.2,,,,,,,,,
J,2,56.5,R,3.3,Autumn Olive,11790,0,0,5.7,1,256.5,11.7,,,,,,,,,
J,2,56.5,R,3.3,Autumn Olive,11790,0,0,5,2,256.5,11.7,,,,,,,,,
J,2,56.5,R,3.3,Autumn Olive,11790,0,0,5,3,256.5,11.7,,,,,,,,,
J,2,56.5,R,3.3,Autumn Olive,11790,0,0,5,4,256.5,11.7,,,,,,,,,
J,2,56.5,R,3.3,Autumn Olive,11790,0,0,6.3,5,256.5,11.7,,,,,,,,,
J,2,57.4,R,0.5,Red Maple,382,11.9,12.5,13.9,1,257.4,14.5,2008,,,,,,,,
J,2,57.6,R,0.4,Red Maple,136,54.5,58,62.6,1,257.6,14.6,2008,,,,,,,,
J,2,57.8,R,0.1,Red Maple,135,14.2,16.2,18.2,1,257.8,14.9,2008,,,,,,,,
J,2,57.9,R,4.7,Pignut Hickory,134,40.6,42.8,44.8,1,257.9,10.3,2008,,,,,,,,
J,2,58.5,R,4.3,highbush blueberry,11789,0,0,3.1,1,258.5,10.7,,,,,,,,,
J,2,59.1,R,0.8,highbush blueberry,11787,0,0,3.5,1,259.1,14.2,,,,,,,,,
J,2,59.4,R,0.5,highbush blueberry,11785,0,0,3.5,1,259.4,14.5,,,,,,,,,
J,2,59.9,R,1.8,highbush blueberry,11784,0,0,3.8,1,259.9,13.2,,,,,,,,,
J,2,61.5,R,4.7,highbush blueberry,11788,0,0,3.1,1,261.5,10.3,,,,,,,,,
J,2,61.8,R,2.3,highbush blueberry,11783,0,0,5.7,1,261.8,12.7,,,,,,,,,
J,2,62,R,0,Serviceberry,11782,0,0,4.1,1,262,15,,,,,,,,,
J,2,62.8,R,4,White Oak,133,234,238.7,243.5,1,262.8,11,2008,,,,,,,,
J,2,63.3,R,3.1,Autumn Olive,11781,0,0,3.5,1,263.3,11.9,,,,,,,,,
J,2,64.3,R,4.9,Autumn Olive,11780,0,0,3.8,1,264.3,10.1,,,,,,,,,
J,2,64.3,R,4.9,Autumn Olive,11780,0,0,3.5,2,264.3,10.1,,,,,,,,,
J,2,64.3,R,4.9,Autumn Olive,11780,0,0,3.8,3,264.3,10.1,,,,,,,,,
J,2,64.3,R,4.9,Autumn Olive,11780,0,0,3.1,4,264.3,10.1,,,,,,,,,
J,2,65.3,R,3.8,Serviceberry,11779,0,0,5.7,1,265.3,11.2,,,,,,,,,
J,2,65.3,R,3.8,Serviceberry,11779,0,0,4.1,2,265.3,11.2,,,,,,,,,
J,2,66,R,0.8,Autumn Olive,11778,0,0,4.7,1,266,14.2,,,,,,,,,
J,2,69.3,R,3.9,Autumn Olive,11777,0,0,6.6,1,269.3,11.1,,,,,,,,,
J,2,69.3,R,3.9,Autumn Olive,11777,0,0,3.1,2,269.3,11.1,,,,,,,,,
J,2,72.5,R,2.3,Pignut Hickory,8604,110.6,114,119.9,1,272.5,12.7,2008,,,,,,,,
J,2,76.9,R,2,Red Maple,130,29.5,32.4,35.4,1,276.9,13,2008,,,,,,,,
J,2,77,R,3.1,Autumn Olive,11776,0,0,5,1,277,11.9,,,,,,,,,
J,2,77,R,3.1,Autumn Olive,11776,0,0,4.7,2,277,11.9,,,,,,,,,
J,2,77,R,3.1,Autumn Olive,11776,0,0,4.1,3,277,11.9,,,,,,,,,
J,2,77.1,R,2.4,Red Maple,131,18.1,19.2,20.2,1,277.1,12.6,2008,,,,,,,,
J,2,77.8,R,1.3,Autumn Olive,11775,0,0,5.3,1,277.8,13.7,,,,,,,,,
J,2,80,R,3.7,Serviceberry,5241,0,12,14.5,1,280,11.3,2008,,,,,,,,
J,2,80.1,R,1.1,Autumn Olive,11774,0,0,10.4,1,280.1,13.9,,,,,,,,,
J,2,80.1,R,1.1,Autumn Olive,11774,0,0,6.3,2,280.1,13.9,,,,,,,,,
J,2,83.5,R,3.7,White Oak,129,117.7,123,123.6,1,283.5,11.3,2008,,,,,,,,
J,2,83.6,R,2.5,Autumn Olive,11772,0,0,5.7,1,283.6,12.5,,,,,,,,,
J,2,83.6,R,2.5,Autumn Olive,11772,0,0,4.4,2,283.6,12.5,,,,,,,,,
J,2,83.6,R,2.5,Autumn Olive,11772,0,0,4.4,3,283.6,12.5,,,,,,,,,
J,2,84,R,3.2,Red Maple,128,72.6,78.4,81.2,1,284,11.8,2008,,,,,,,,
J,2,84.8,R,4.3,Autumn Olive,11773,0,0,4.1,1,284.8,10.7,,,,,,,,,
J,2,84.8,R,4.3,Autumn Olive,11773,0,0,3.1,2,284.8,10.7,,,,,,,,,
J,2,88.6,R,2.9,Black Cherry,48,25.7,0,0,1,288.6,12.1,2008,,,,,standing,,S,
J,2,89.9,R,1,Red Maple,127,85.7,91.6,97.9,1,289.9,14,2008,,,,,,,,
J,2,91.2,R,1,Autumn Olive,11771,0,0,5.7,1,291.2,14,,,,,,,,,
J,2,92.2,R,2.8,Autumn Olive,11770,0,0,6,1,292.2,12.2,,,,,,,,,
